experiment_id,timestamp,pipeline_type,dataset_type,dataset_size,anonymization_method,anonymization_params,pure_processing_time_seconds,pre_processing_time_seconds,post_processing_time_seconds,total_time_seconds,records_processed,records_per_second,violations_detected,violation_rate,memory_usage_mb,cpu_usage_percent,anonymization_overhead_seconds,compliance_check_time_seconds,avg_latency_ms,max_latency_ms,min_latency_ms,latency_std_ms,e2e_latency_ms,router_time_ms,stream_percentage,batch_percentage,information_loss_score,utility_preservation_score,privacy_level_score,success,error_message,notes
batch_healthcare_10000_k_anonymity_1752848704,2025-07-18T15:25:04.564979,batch,healthcare,10000,k_anonymity,"{""k_value"": 3}",3.082534074783325,0,0,3.082534074783325,10000,3244.0841714630233,10000,1.0,100.71875,12.5,0.019390344619750977,0.050484418869018555,0.15,0.85,0.5,0.3082534074783325,0.3082534074783325,0.3082534074783325,0,0,0.3082534074783325,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_healthcare_10000_k_anonymity_1752848710,2025-07-18T15:25:10.339025,batch,healthcare,10000,k_anonymity,"{""k_value"": 5}",2.781505823135376,0,0,2.781505823135376,10000,3595.174928926726,10000,1.0,69.390625,10.8,0.02154397964477539,0.05304980278015137,0.25,0.75,0.5,0.2781505823135376,0.2781505823135376,0.2781505823135376,0,0,0.2781505823135376,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_healthcare_10000_k_anonymity_1752848716,2025-07-18T15:25:16.181137,batch,healthcare,10000,k_anonymity,"{""k_value"": 10}",2.863523006439209,0,0,2.863523006439209,10000,3492.201731054014,10000,1.0,64.546875,9.9,0.02546405792236328,0.06166386604309082,0.5,0.5,0.5,0.2863523006439209,0.2863523006439209,0.2863523006439209,0,0,0.2863523006439209,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_healthcare_10000_k_anonymity_1752848721,2025-07-18T15:25:21.869582,batch,healthcare,10000,k_anonymity,"{""k_value"": 15}",2.7283120155334473,0,0,2.7283120155334473,10000,3665.2699335947364,10000,1.0,70.890625,11.1,0.023392915725708008,0.06554651260375977,0.75,0.25,0.5,0.2728312015533447,0.2728312015533447,0.2728312015533447,0,0,0.2728312015533447,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_healthcare_10000_differential_privacy_1752848728,2025-07-18T15:25:28.048886,batch,healthcare,10000,differential_privacy,"{""epsilon"": 0.1}",2.9046108722686768,0,0,2.9046108722686768,10000,3442.8019585939905,10000,1.0,94.171875,9.2,0.15694093704223633,0.11213159561157227,0.9,0.09999999999999998,0.5,0.2904610872268677,0.2904610872268677,0.2904610872268677,0,0,0.2904610872268677,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_healthcare_10000_differential_privacy_1752848733,2025-07-18T15:25:33.753104,batch,healthcare,10000,differential_privacy,"{""epsilon"": 0.5}",2.765177011489868,0,0,2.765177011489868,10000,3616.4050107635003,10000,1.0,71.984375,8.4,0.1464688777923584,0.09449005126953125,0.5,0.5,0.5,0.2765177011489868,0.2765177011489868,0.2765177011489868,0,0,0.2765177011489868,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_healthcare_10000_differential_privacy_1752848739,2025-07-18T15:25:39.630388,batch,healthcare,10000,differential_privacy,"{""epsilon"": 1.0}",2.812687873840332,0,0,2.812687873840332,10000,3555.3180617749804,10000,1.0,119.5,9.8,0.1485145092010498,0.08330464363098145,0.0,1.0,0.5,0.2812687873840332,0.2812687873840332,0.2812687873840332,0,0,0.2812687873840332,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_healthcare_10000_differential_privacy_1752848745,2025-07-18T15:25:45.291617,batch,healthcare,10000,differential_privacy,"{""epsilon"": 2.0}",2.703298807144165,0,0,2.703298807144165,10000,3699.1841129705745,10000,1.0,120.546875,7.6,0.16905665397644043,0.08602499961853027,0.0,1.0,0.5,0.2703298807144165,0.2703298807144165,0.2703298807144165,0,0,0.2703298807144165,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_healthcare_10000_tokenization_1752848751,2025-07-18T15:25:51.092629,batch,healthcare,10000,tokenization,"{""key_length"": 128}",2.832129955291748,0,0,2.832129955291748,10000,3530.9114192713178,10000,1.0,111.625,8.5,0.13930749893188477,0.06426763534545898,0.5,0.5,0.5,0.2832129955291748,0.2832129955291748,0.2832129955291748,0,0,0.2832129955291748,0,0,0,True,,TRUE COLD START: Batch processing with tokenization
batch_healthcare_10000_tokenization_1752848756,2025-07-18T15:25:56.894010,batch,healthcare,10000,tokenization,"{""key_length"": 256}",2.853696823120117,0,0,2.853696823120117,10000,3504.2264892969265,10000,1.0,64.453125,10.7,0.13833355903625488,0.06581306457519531,0.5,0.5,0.5,0.2853696823120117,0.2853696823120117,0.2853696823120117,0,0,0.2853696823120117,0,0,0,True,,TRUE COLD START: Batch processing with tokenization
batch_healthcare_10000_tokenization_1752848762,2025-07-18T15:26:02.749812,batch,healthcare,10000,tokenization,"{""key_length"": 512}",2.8501687049865723,0,0,2.8501687049865723,10000,3508.564241304134,10000,1.0,111.25,9.0,0.1353142261505127,0.07145476341247559,0.5,0.5,0.5,0.2850168704986572,0.2850168704986572,0.2850168704986572,0,0,0.2850168704986572,0,0,0,True,,TRUE COLD START: Batch processing with tokenization
batch_financial_10000_k_anonymity_1752848768,2025-07-18T15:26:08.495458,batch,financial,10000,k_anonymity,"{""k_value"": 3}",2.7754077911376953,0,0,2.7754077911376953,10000,3603.074125514651,8801,0.8801,111.234375,9.0,0.02718973159790039,0.06252026557922363,0.15,0.85,0.5,0.2775407791137695,0.2775407791137695,0.2775407791137695,0,0,0.2775407791137695,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_financial_10000_k_anonymity_1752848774,2025-07-18T15:26:14.313798,batch,financial,10000,k_anonymity,"{""k_value"": 5}",2.8086252212524414,0,0,2.8086252212524414,10000,3560.460799230711,8801,0.8801,109.953125,8.0,0.017777442932128906,0.03414463996887207,0.25,0.75,0.5,0.28086252212524415,0.28086252212524415,0.28086252212524415,0,0,0.28086252212524415,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_financial_10000_k_anonymity_1752848780,2025-07-18T15:26:20.006392,batch,financial,10000,k_anonymity,"{""k_value"": 10}",2.7323288917541504,0,0,2.7323288917541504,10000,3659.8815135977343,8801,0.8801,108.078125,7.3,0.02195453643798828,0.04447007179260254,0.5,0.5,0.5,0.27323288917541505,0.27323288917541505,0.27323288917541505,0,0,0.27323288917541505,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_financial_10000_k_anonymity_1752848786,2025-07-18T15:26:26.128269,batch,financial,10000,k_anonymity,"{""k_value"": 15}",3.135746955871582,0,0,3.135746955871582,10000,3189.032833556717,8801,0.8801,70.4375,8.6,0.019575119018554688,0.031613826751708984,0.75,0.25,0.5,0.3135746955871582,0.3135746955871582,0.3135746955871582,0,0,0.3135746955871582,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_financial_10000_differential_privacy_1752848791,2025-07-18T15:26:31.865125,batch,financial,10000,differential_privacy,"{""epsilon"": 0.1}",2.712601900100708,0,0,2.712601900100708,10000,3686.497454576265,8801,0.8801,64.6875,8.9,0.07588028907775879,0.03652238845825195,0.9,0.09999999999999998,0.5,0.2712601900100708,0.2712601900100708,0.2712601900100708,0,0,0.2712601900100708,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_financial_10000_differential_privacy_1752848797,2025-07-18T15:26:37.720927,batch,financial,10000,differential_privacy,"{""epsilon"": 0.5}",2.8925070762634277,0,0,2.8925070762634277,10000,3457.2084825867078,8801,0.8801,121.5,15.0,0.03817415237426758,0.035727500915527344,0.5,0.5,0.5,0.28925070762634275,0.28925070762634275,0.28925070762634275,0,0,0.28925070762634275,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_financial_10000_differential_privacy_1752848803,2025-07-18T15:26:43.421487,batch,financial,10000,differential_privacy,"{""epsilon"": 1.0}",2.7363221645355225,0,0,2.7363221645355225,10000,3654.540437382106,8801,0.8801,107.0,18.8,0.05417132377624512,0.030715465545654297,0.0,1.0,0.5,0.27363221645355223,0.27363221645355223,0.27363221645355223,0,0,0.27363221645355223,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_financial_10000_differential_privacy_1752848809,2025-07-18T15:26:49.463572,batch,financial,10000,differential_privacy,"{""epsilon"": 2.0}",2.9336321353912354,0,0,2.9336321353912354,10000,3408.743679672836,8801,0.8801,61.046875,7.8,0.053786516189575195,0.026537418365478516,0.0,1.0,0.5,0.29336321353912354,0.29336321353912354,0.29336321353912354,0,0,0.29336321353912354,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_financial_10000_tokenization_1752848815,2025-07-18T15:26:55.206210,batch,financial,10000,tokenization,"{""key_length"": 128}",2.7634379863739014,0,0,2.7634379863739014,10000,3618.6808060497474,8801,0.8801,115.140625,8.8,0.07580208778381348,0.03454327583312988,0.5,0.5,0.5,0.2763437986373901,0.2763437986373901,0.2763437986373901,0,0,0.2763437986373901,0,0,0,True,,TRUE COLD START: Batch processing with tokenization
batch_financial_10000_tokenization_1752848821,2025-07-18T15:27:01.065524,batch,financial,10000,tokenization,"{""key_length"": 256}",2.7620699405670166,0,0,2.7620699405670166,10000,3620.4731289125616,8801,0.8801,104.765625,7.7,0.07076501846313477,0.03009200096130371,0.5,0.5,0.5,0.2762069940567017,0.2762069940567017,0.2762069940567017,0,0,0.2762069940567017,0,0,0,True,,TRUE COLD START: Batch processing with tokenization
batch_financial_10000_tokenization_1752848826,2025-07-18T15:27:06.775097,batch,financial,10000,tokenization,"{""key_length"": 512}",2.7300827503204346,0,0,2.7300827503204346,10000,3662.892635333593,8801,0.8801,121.703125,18.6,0.08391499519348145,0.04904627799987793,0.5,0.5,0.5,0.27300827503204345,0.27300827503204345,0.27300827503204345,0,0,0.27300827503204345,0,0,0,True,,TRUE COLD START: Batch processing with tokenization
