experiment_id,timestamp,pipeline_type,dataset_type,dataset_size,anonymization_method,anonymization_params,pure_processing_time_seconds,pre_processing_time_seconds,post_processing_time_seconds,total_time_seconds,records_processed,records_per_second,violations_detected,violation_rate,memory_usage_mb,cpu_usage_percent,anonymization_overhead_seconds,compliance_check_time_seconds,avg_latency_ms,max_latency_ms,min_latency_ms,latency_std_ms,e2e_latency_ms,router_time_ms,stream_percentage,batch_percentage,information_loss_score,utility_preservation_score,privacy_level_score,success,error_message,notes
batch_healthcare_40000_k_anonymity_1752851244,2025-07-18T16:07:24.306062,batch,healthcare,40000,k_anonymity,"{""k_value"": 3}",4.242477893829346,0,0,4.242477893829346,40000,9428.45219256881,40000,1.0,183.53125,9.8,0.10313677787780762,0.2798795700073242,0.15,0.85,0.5,0.10606194734573364,0.10606194734573364,0.10606194734573364,0,0,0.10606194734573364,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_healthcare_40000_k_anonymity_1752851251,2025-07-18T16:07:31.543357,batch,healthcare,40000,k_anonymity,"{""k_value"": 5}",4.125285863876343,0,0,4.125285863876343,40000,9696.297740301039,40000,1.0,196.0,11.9,0.0971219539642334,0.2314739227294922,0.25,0.75,0.5,0.10313214659690857,0.10313214659690857,0.10313214659690857,0,0,0.10313214659690857,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_healthcare_40000_k_anonymity_1752851258,2025-07-18T16:07:38.635619,batch,healthcare,40000,k_anonymity,"{""k_value"": 10}",3.9916489124298096,0,0,3.9916489124298096,40000,10020.92139803224,40000,1.0,235.40625,18.7,0.0989542007446289,0.22997593879699707,0.5,0.5,0.5,0.09979122281074523,0.09979122281074523,0.09979122281074523,0,0,0.09979122281074523,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_healthcare_40000_k_anonymity_1752851265,2025-07-18T16:07:45.885508,batch,healthcare,40000,k_anonymity,"{""k_value"": 15}",4.214679002761841,0,0,4.214679002761841,40000,9490.639731706344,40000,1.0,161.8125,10.2,0.0932915210723877,0.28678321838378906,0.75,0.25,0.5,0.10536697506904602,0.10536697506904602,0.10536697506904602,0,0,0.10536697506904602,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_healthcare_40000_differential_privacy_1752851273,2025-07-18T16:07:53.221632,batch,healthcare,40000,differential_privacy,"{""epsilon"": 0.1}",4.249696969985962,0,0,4.249696969985962,40000,9412.435823661124,40000,1.0,214.078125,10.2,0.42656755447387695,0.2659902572631836,0.9,0.09999999999999998,0.5,0.10624242424964905,0.10624242424964905,0.10624242424964905,0,0,0.10624242424964905,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_healthcare_40000_differential_privacy_1752851280,2025-07-18T16:08:00.498785,batch,healthcare,40000,differential_privacy,"{""epsilon"": 0.5}",4.311840057373047,0,0,4.311840057373047,40000,9276.781946399393,40000,1.0,180.8125,8.4,0.45612359046936035,0.25964832305908203,0.5,0.5,0.5,0.10779600143432617,0.10779600143432617,0.10779600143432617,0,0,0.10779600143432617,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_healthcare_40000_differential_privacy_1752851287,2025-07-18T16:08:07.741086,batch,healthcare,40000,differential_privacy,"{""epsilon"": 1.0}",4.255752086639404,0,0,4.255752086639404,40000,9399.043737904007,40000,1.0,168.828125,17.8,0.5606701374053955,0.31614112854003906,0.0,1.0,0.5,0.10639380216598511,0.10639380216598511,0.10639380216598511,0,0,0.10639380216598511,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_healthcare_40000_differential_privacy_1752851295,2025-07-18T16:08:15.397277,batch,healthcare,40000,differential_privacy,"{""epsilon"": 2.0}",4.563564777374268,0,0,4.563564777374268,40000,8765.077730092997,40000,1.0,188.640625,8.0,0.6258866786956787,0.33159327507019043,0.0,1.0,0.5,0.11408911943435669,0.11408911943435669,0.11408911943435669,0,0,0.11408911943435669,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_healthcare_40000_tokenization_1752851302,2025-07-18T16:08:22.627748,batch,healthcare,40000,tokenization,"{""key_length"": 128}",4.09601616859436,0,0,4.09601616859436,40000,9765.586451219233,40000,1.0,239.515625,8.5,0.4631309509277344,0.2274324893951416,0.5,0.5,0.5,0.102400404214859,0.102400404214859,0.102400404214859,0,0,0.102400404214859,0,0,0,True,,TRUE COLD START: Batch processing with tokenization
batch_healthcare_40000_tokenization_1752851309,2025-07-18T16:08:29.900557,batch,healthcare,40000,tokenization,"{""key_length"": 256}",4.199379920959473,0,0,4.199379920959473,40000,9525.21580635191,40000,1.0,213.140625,11.9,0.5580670833587646,0.3114008903503418,0.5,0.5,0.5,0.10498449802398682,0.10498449802398682,0.10498449802398682,0,0,0.10498449802398682,0,0,0,True,,TRUE COLD START: Batch processing with tokenization
