experiment_id,timestamp,pipeline_type,dataset_type,dataset_size,anonymization_method,anonymization_params,pure_processing_time_seconds,pre_processing_time_seconds,post_processing_time_seconds,total_time_seconds,records_processed,records_per_second,violations_detected,violation_rate,memory_usage_mb,cpu_usage_percent,anonymization_overhead_seconds,compliance_check_time_seconds,avg_latency_ms,max_latency_ms,min_latency_ms,latency_std_ms,e2e_latency_ms,router_time_ms,stream_percentage,batch_percentage,information_loss_score,utility_preservation_score,privacy_level_score,success,error_message,notes
batch_healthcare_10000_k_anonymity_1752866580,2025-07-18T20:23:00.526702,batch,healthcare,10000,k_anonymity,"{""k_value"": 3}",3.075201988220215,0,0,3.075201988220215,10000,3251.8189173607875,10000,1.0,105.515625,16.5,0.03301572799682617,0.08280515670776367,0.15,0.85,0.5,0.3075201988220215,0.3075201988220215,0.3075201988220215,0,0,0.3075201988220215,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_healthcare_10000_k_anonymity_1752866586,2025-07-18T20:23:06.296002,batch,healthcare,10000,k_anonymity,"{""k_value"": 5}",2.8252241611480713,0,0,2.8252241611480713,10000,3539.5421494400475,10000,1.0,69.6875,22.7,0.023616790771484375,0.06498956680297852,0.25,0.75,0.5,0.2825224161148071,0.2825224161148071,0.2825224161148071,0,0,0.2825224161148071,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_healthcare_10000_k_anonymity_1752866592,2025-07-18T20:23:12.286606,batch,healthcare,10000,k_anonymity,"{""k_value"": 10}",2.868222951889038,0,0,2.868222951889038,10000,3486.4793175906734,10000,1.0,67.4375,13.4,0.02149367332458496,0.05855226516723633,0.5,0.5,0.5,0.2868222951889038,0.2868222951889038,0.2868222951889038,0,0,0.2868222951889038,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_healthcare_10000_k_anonymity_1752866598,2025-07-18T20:23:18.175091,batch,healthcare,10000,k_anonymity,"{""k_value"": 15}",2.8446199893951416,0,0,2.8446199893951416,10000,3515.4080465160214,10000,1.0,68.703125,21.7,0.018889427185058594,0.055777788162231445,0.75,0.25,0.5,0.2844619989395142,0.2844619989395142,0.2844619989395142,0,0,0.2844619989395142,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_healthcare_10000_differential_privacy_1752866604,2025-07-18T20:23:24.485096,batch,healthcare,10000,differential_privacy,"{""epsilon"": 0.1}",3.2334227561950684,0,0,3.2334227561950684,10000,3092.6979717825407,10000,1.0,75.71875,30.3,0.16910672187805176,0.12577605247497559,0.9,0.09999999999999998,0.5,0.32334227561950685,0.32334227561950685,0.32334227561950685,0,0,0.32334227561950685,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_healthcare_10000_differential_privacy_1752866610,2025-07-18T20:23:30.330671,batch,healthcare,10000,differential_privacy,"{""epsilon"": 0.5}",2.8045401573181152,0,0,2.8045401573181152,10000,3565.6469292857814,10000,1.0,72.625,26.0,0.13279461860656738,0.07886385917663574,0.5,0.5,0.5,0.2804540157318115,0.2804540157318115,0.2804540157318115,0,0,0.2804540157318115,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_healthcare_10000_differential_privacy_1752866616,2025-07-18T20:23:36.293782,batch,healthcare,10000,differential_privacy,"{""epsilon"": 1.0}",2.8770523071289062,0,0,2.8770523071289062,10000,3475.779698277119,10000,1.0,64.140625,33.5,0.13298583030700684,0.07840800285339355,0.0,1.0,0.5,0.2877052307128906,0.2877052307128906,0.2877052307128906,0,0,0.2877052307128906,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_healthcare_10000_differential_privacy_1752866622,2025-07-18T20:23:42.517235,batch,healthcare,10000,differential_privacy,"{""epsilon"": 2.0}",3.284090995788574,0,0,3.284090995788574,10000,3044.9826185765614,10000,1.0,76.6875,14.4,0.10705018043518066,0.057224273681640625,0.0,1.0,0.5,0.32840909957885744,0.32840909957885744,0.32840909957885744,0,0,0.32840909957885744,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_healthcare_10000_tokenization_1752866628,2025-07-18T20:23:48.487997,batch,healthcare,10000,tokenization,"{""key_length"": 128}",2.8848178386688232,0,0,2.8848178386688232,10000,3466.423378959145,10000,1.0,86.796875,12.4,0.10566902160644531,0.05507540702819824,0.5,0.5,0.5,0.28848178386688234,0.28848178386688234,0.28848178386688234,0,0,0.28848178386688234,0,0,0,True,,TRUE COLD START: Batch processing with tokenization
batch_healthcare_10000_tokenization_1752866634,2025-07-18T20:23:54.302555,batch,healthcare,10000,tokenization,"{""key_length"": 256}",2.8870489597320557,0,0,2.8870489597320557,10000,3463.744515412752,10000,1.0,73.859375,8.8,0.1660621166229248,0.09725546836853027,0.5,0.5,0.5,0.2887048959732056,0.2887048959732056,0.2887048959732056,0,0,0.2887048959732056,0,0,0,True,,TRUE COLD START: Batch processing with tokenization
