experiment_id,timestamp,pipeline_type,dataset_type,dataset_size,anonymization_method,anonymization_params,pure_processing_time_seconds,pre_processing_time_seconds,post_processing_time_seconds,total_time_seconds,records_processed,records_per_second,violations_detected,violation_rate,memory_usage_mb,cpu_usage_percent,anonymization_overhead_seconds,compliance_check_time_seconds,avg_latency_ms,max_latency_ms,min_latency_ms,latency_std_ms,e2e_latency_ms,router_time_ms,stream_percentage,batch_percentage,information_loss_score,utility_preservation_score,privacy_level_score,success,error_message,notes
batch_healthcare_50000_k_anonymity_1752864956,2025-07-18T19:55:56.074999,batch,healthcare,50000,k_anonymity,"{""k_value"": 3}",4.904754877090454,0,0,4.904754877090454,50000,10194.189363783345,50000,1.0,254.9375,9.4,0.166428804397583,0.4369845390319824,0.15,0.85,0.5,0.09809509754180908,0.09809509754180908,0.09809509754180908,0,0,0.09809509754180908,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_healthcare_50000_k_anonymity_1752864963,2025-07-18T19:56:03.666297,batch,healthcare,50000,k_anonymity,"{""k_value"": 5}",4.433288812637329,0,0,4.433288812637329,50000,11278.308748456067,50000,1.0,184.671875,13.1,0.11284232139587402,0.27487802505493164,0.25,0.75,0.5,0.08866577625274658,0.08866577625274658,0.08866577625274658,0,0,0.08866577625274658,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_healthcare_50000_k_anonymity_1752864971,2025-07-18T19:56:11.357293,batch,healthcare,50000,k_anonymity,"{""k_value"": 10}",4.5081658363342285,0,0,4.5081658363342285,50000,11090.985073578619,50000,1.0,182.75,22.5,0.11974668502807617,0.3245389461517334,0.5,0.5,0.5,0.09016331672668457,0.09016331672668457,0.09016331672668457,0,0,0.09016331672668457,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_healthcare_50000_k_anonymity_1752864979,2025-07-18T19:56:19.425693,batch,healthcare,50000,k_anonymity,"{""k_value"": 15}",4.857990264892578,0,0,4.857990264892578,50000,10292.321983709373,50000,1.0,207.609375,9.3,0.1341688632965088,0.37647294998168945,0.75,0.25,0.5,0.09715980529785156,0.09715980529785156,0.09715980529785156,0,0,0.09715980529785156,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_healthcare_50000_differential_privacy_1752864987,2025-07-18T19:56:27.568181,batch,healthcare,50000,differential_privacy,"{""epsilon"": 0.1}",4.997140169143677,0,0,4.997140169143677,50000,10005.72293503789,50000,1.0,247.09375,22.7,0.6891899108886719,0.4290802478790283,0.9,0.09999999999999998,0.5,0.09994280338287354,0.09994280338287354,0.09994280338287354,0,0,0.09994280338287354,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_healthcare_50000_differential_privacy_1752864995,2025-07-18T19:56:35.858281,batch,healthcare,50000,differential_privacy,"{""epsilon"": 0.5}",4.905339956283569,0,0,4.905339956283569,50000,10192.973462716227,50000,1.0,247.75,9.7,0.5710113048553467,0.34366488456726074,0.5,0.5,0.5,0.09810679912567138,0.09810679912567138,0.09810679912567138,0,0,0.09810679912567138,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_healthcare_50000_differential_privacy_1752865003,2025-07-18T19:56:43.908926,batch,healthcare,50000,differential_privacy,"{""epsilon"": 1.0}",4.965559005737305,0,0,4.965559005737305,50000,10069.359752291537,50000,1.0,192.9375,38.6,0.7336041927337646,0.42058634757995605,0.0,1.0,0.5,0.0993111801147461,0.0993111801147461,0.0993111801147461,0,0,0.0993111801147461,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_healthcare_50000_differential_privacy_1752865011,2025-07-18T19:56:51.577689,batch,healthcare,50000,differential_privacy,"{""epsilon"": 2.0}",4.4525370597839355,0,0,4.4525370597839355,50000,11229.552798472678,50000,1.0,241.6875,42.0,0.6888458728790283,0.35422468185424805,0.0,1.0,0.5,0.08905074119567871,0.08905074119567871,0.08905074119567871,0,0,0.08905074119567871,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_healthcare_50000_tokenization_1752865019,2025-07-18T19:56:59.283264,batch,healthcare,50000,tokenization,"{""key_length"": 128}",4.601367950439453,0,0,4.601367950439453,50000,10866.333781288835,50000,1.0,203.953125,20.8,0.6218297481536865,0.33492207527160645,0.5,0.5,0.5,0.09202735900878906,0.09202735900878906,0.09202735900878906,0,0,0.09202735900878906,0,0,0,True,,TRUE COLD START: Batch processing with tokenization
batch_healthcare_50000_tokenization_1752865027,2025-07-18T19:57:07.099612,batch,healthcare,50000,tokenization,"{""key_length"": 256}",4.707336902618408,0,0,4.707336902618408,50000,10621.716914331755,50000,1.0,231.3125,22.5,0.6753959655761719,0.3330082893371582,0.5,0.5,0.5,0.09414673805236816,0.09414673805236816,0.09414673805236816,0,0,0.09414673805236816,0,0,0,True,,TRUE COLD START: Batch processing with tokenization
batch_healthcare_50000_tokenization_1752865034,2025-07-18T19:57:14.817435,batch,healthcare,50000,tokenization,"{""key_length"": 512}",4.565184116363525,0,0,4.565184116363525,50000,10952.46078263944,50000,1.0,243.890625,29.8,0.7559819221496582,0.3935372829437256,0.5,0.5,0.5,0.09130368232727051,0.09130368232727051,0.09130368232727051,0,0,0.09130368232727051,0,0,0,True,,TRUE COLD START: Batch processing with tokenization
batch_financial_50000_k_anonymity_1752865042,2025-07-18T19:57:22.407524,batch,financial,50000,k_anonymity,"{""k_value"": 3}",4.495329856872559,0,0,4.495329856872559,50000,11122.654308350455,44233,0.88466,181.34375,18.3,0.08655071258544922,0.15378999710083008,0.15,0.85,0.5,0.08990659713745117,0.08990659713745117,0.08990659713745117,0,0,0.08990659713745117,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_financial_50000_k_anonymity_1752865050,2025-07-18T19:57:30.019437,batch,financial,50000,k_anonymity,"{""k_value"": 5}",4.4584691524505615,0,0,4.4584691524505615,50000,11214.61162796605,44233,0.88466,213.375,22.0,0.09732961654663086,0.1532142162322998,0.25,0.75,0.5,0.08916938304901123,0.08916938304901123,0.08916938304901123,0,0,0.08916938304901123,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_financial_50000_k_anonymity_1752865057,2025-07-18T19:57:37.861509,batch,financial,50000,k_anonymity,"{""k_value"": 10}",4.617799282073975,0,0,4.617799282073975,50000,10827.66853771602,44233,0.88466,196.765625,29.1,0.12260985374450684,0.19211769104003906,0.5,0.5,0.5,0.0923559856414795,0.0923559856414795,0.0923559856414795,0,0,0.0923559856414795,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_financial_50000_k_anonymity_1752865065,2025-07-18T19:57:45.516631,batch,financial,50000,k_anonymity,"{""k_value"": 15}",4.49596095085144,0,0,4.49596095085144,50000,11121.093031408793,44233,0.88466,190.953125,25.7,0.1263136863708496,0.18824124336242676,0.75,0.25,0.5,0.0899192190170288,0.0899192190170288,0.0899192190170288,0,0,0.0899192190170288,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_financial_50000_differential_privacy_1752865073,2025-07-18T19:57:53.287097,batch,financial,50000,differential_privacy,"{""epsilon"": 0.1}",4.656402111053467,0,0,4.656402111053467,50000,10737.904246136504,44233,0.88466,213.890625,20.4,0.49834346771240234,0.3742644786834717,0.9,0.09999999999999998,0.5,0.09312804222106934,0.09312804222106934,0.09312804222106934,0,0,0.09312804222106934,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_financial_50000_differential_privacy_1752865081,2025-07-18T19:58:01.080083,batch,financial,50000,differential_privacy,"{""epsilon"": 0.5}",4.596721887588501,0,0,4.596721887588501,50000,10877.31675370742,44233,0.88466,192.609375,20.8,0.29360508918762207,0.21052885055541992,0.5,0.5,0.5,0.09193443775177002,0.09193443775177002,0.09193443775177002,0,0,0.09193443775177002,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
