experiment_id,timestamp,pipeline_type,dataset_type,dataset_size,anonymization_method,anonymization_params,pure_processing_time_seconds,pre_processing_time_seconds,post_processing_time_seconds,total_time_seconds,records_processed,records_per_second,violations_detected,violation_rate,memory_usage_mb,cpu_usage_percent,anonymization_overhead_seconds,compliance_check_time_seconds,avg_latency_ms,max_latency_ms,min_latency_ms,latency_std_ms,e2e_latency_ms,router_time_ms,stream_percentage,batch_percentage,information_loss_score,utility_preservation_score,privacy_level_score,success,error_message,notes
batch_healthcare_50000_k_anonymity_1752864089,2025-07-18T19:41:29.849668,batch,healthcare,50000,k_anonymity,"{""k_value"": 3}",5.293690204620361,0,0,5.293690204620361,50000,9445.207042217871,50000,1.0,182.390625,11.0,0.16851377487182617,0.37064290046691895,0.15,0.85,0.5,0.10587380409240722,0.10587380409240722,0.10587380409240722,0,0,0.10587380409240722,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_healthcare_50000_k_anonymity_1752864097,2025-07-18T19:41:37.808533,batch,healthcare,50000,k_anonymity,"{""k_value"": 5}",4.787735223770142,0,0,4.787735223770142,50000,10443.351117614036,50000,1.0,225.53125,16.3,0.15367698669433594,0.36098289489746094,0.25,0.75,0.5,0.09575470447540284,0.09575470447540284,0.09575470447540284,0,0,0.09575470447540284,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_healthcare_50000_k_anonymity_1752864105,2025-07-18T19:41:45.485853,batch,healthcare,50000,k_anonymity,"{""k_value"": 10}",4.528836965560913,0,0,4.528836965560913,50000,11040.362101842038,50000,1.0,222.21875,21.0,0.13523387908935547,0.37750720977783203,0.5,0.5,0.5,0.09057673931121826,0.09057673931121826,0.09057673931121826,0,0,0.09057673931121826,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_healthcare_50000_k_anonymity_1752864113,2025-07-18T19:41:53.289714,batch,healthcare,50000,k_anonymity,"{""k_value"": 15}",4.575361728668213,0,0,4.575361728668213,50000,10928.097703556632,50000,1.0,237.828125,16.0,0.13779950141906738,0.37897443771362305,0.75,0.25,0.5,0.09150723457336425,0.09150723457336425,0.09150723457336425,0,0,0.09150723457336425,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_healthcare_50000_differential_privacy_1752864121,2025-07-18T19:42:01.311284,batch,healthcare,50000,differential_privacy,"{""epsilon"": 0.1}",4.874531984329224,0,0,4.874531984329224,50000,10257.394999302773,50000,1.0,191.34375,12.9,0.5265192985534668,0.32607126235961914,0.9,0.09999999999999998,0.5,0.09749063968658447,0.09749063968658447,0.09749063968658447,0,0,0.09749063968658447,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_healthcare_50000_differential_privacy_1752864128,2025-07-18T19:42:08.996718,batch,healthcare,50000,differential_privacy,"{""epsilon"": 0.5}",4.677509307861328,0,0,4.677509307861328,50000,10689.449600018268,50000,1.0,197.46875,8.5,0.5825498104095459,0.3191084861755371,0.5,0.5,0.5,0.09355018615722656,0.09355018615722656,0.09355018615722656,0,0,0.09355018615722656,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_healthcare_50000_differential_privacy_1752864136,2025-07-18T19:42:16.802609,batch,healthcare,50000,differential_privacy,"{""epsilon"": 1.0}",4.742349147796631,0,0,4.742349147796631,50000,10543.297939847127,50000,1.0,237.984375,39.8,0.5802149772644043,0.3118293285369873,0.0,1.0,0.5,0.09484698295593262,0.09484698295593262,0.09484698295593262,0,0,0.09484698295593262,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_healthcare_50000_differential_privacy_1752864144,2025-07-18T19:42:24.788698,batch,healthcare,50000,differential_privacy,"{""epsilon"": 2.0}",4.868300914764404,0,0,4.868300914764404,50000,10270.523715648274,50000,1.0,219.5,38.1,0.7127318382263184,0.4092738628387451,0.0,1.0,0.5,0.09736601829528808,0.09736601829528808,0.09736601829528808,0,0,0.09736601829528808,0,0,0,True,,TRUE COLD START: Batch processing with differential_privacy
batch_healthcare_50000_tokenization_1752864152,2025-07-18T19:42:32.751994,batch,healthcare,50000,tokenization,"{""key_length"": 128}",4.804742097854614,0,0,4.804742097854614,50000,10406.385812534187,50000,1.0,237.671875,11.5,0.6565141677856445,0.3781871795654297,0.5,0.5,0.5,0.09609484195709228,0.09609484195709228,0.09609484195709228,0,0,0.09609484195709228,0,0,0,True,,TRUE COLD START: Batch processing with tokenization
batch_healthcare_50000_tokenization_1752864160,2025-07-18T19:42:40.416308,batch,healthcare,50000,tokenization,"{""key_length"": 256}",4.544498920440674,0,0,4.544498920440674,50000,11002.313098833692,50000,1.0,186.953125,8.6,0.6211450099945068,0.317885160446167,0.5,0.5,0.5,0.09088997840881348,0.09088997840881348,0.09088997840881348,0,0,0.09088997840881348,0,0,0,True,,TRUE COLD START: Batch processing with tokenization
batch_healthcare_50000_tokenization_1752864168,2025-07-18T19:42:48.215924,batch,healthcare,50000,tokenization,"{""key_length"": 512}",4.688568830490112,0,0,4.688568830490112,50000,10664.235037960043,50000,1.0,202.8125,20.3,0.6292757987976074,0.3189127445220947,0.5,0.5,0.5,0.09377137660980224,0.09377137660980224,0.09377137660980224,0,0,0.09377137660980224,0,0,0,True,,TRUE COLD START: Batch processing with tokenization
batch_financial_50000_k_anonymity_1752864175,2025-07-18T19:42:55.918091,batch,financial,50000,k_anonymity,"{""k_value"": 3}",4.491816759109497,0,0,4.491816759109497,50000,11131.353454835165,44233,0.88466,206.3125,9.0,0.11467432975769043,0.21793508529663086,0.15,0.85,0.5,0.08983633518218995,0.08983633518218995,0.08983633518218995,0,0,0.08983633518218995,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
batch_financial_50000_k_anonymity_1752864183,2025-07-18T19:43:03.589954,batch,financial,50000,k_anonymity,"{""k_value"": 5}",4.49203085899353,0,0,4.49203085899353,50000,11130.822910509309,44233,0.88466,223.15625,14.0,0.09924888610839844,0.16008377075195312,0.25,0.75,0.5,0.0898406171798706,0.0898406171798706,0.0898406171798706,0,0,0.0898406171798706,0,0,0,True,,TRUE COLD START: Batch processing with k_anonymity
